Phenotype,Category,n CpGs,Author,Year,Title,DOI,Based on,Reference,Sample type,Sample size,Developmental period,Tissue,Array,Ancestry,Author_list,Date
Kabuki syndrome,Genetic syndromes,153.0,Geysens et al.,2025.0,Clinical evaluation of long-read sequencing-based episignature detection in developmental disorders,10.1186/s13073-024-01419-z,Pre-established MPS,[Aref-Eshghi (2019)](https://doi.org/10.1016/j.ajhg.2020.01.019),Case control,60.0,Childhood,Peripheral blood,EPICv1,Not reported,"['Geysens, M.', 'Huremagic, B.', 'Souche, E.', 'Breckpot, J.', 'Devriendt, K.', 'Peeters, H.', 'Van Buggenhout, G.', 'Van Esch, H.', 'Van Den Bogaert, K.', 'Vermeesch, J. R.']",2025-01-10
Kabuki syndrome,Genetic syndromes,153.0,Geysens et al.,2025.0,Clinical evaluation of long-read sequencing-based episignature detection in developmental disorders,10.1186/s13073-024-01419-z,Pre-established MPS,[Turinsky (2020)](https://doi.org/10.1002/humu.24076),Case control,60.0,Childhood,Peripheral blood,EPICv1,Not reported,"['Geysens, M.', 'Huremagic, B.', 'Souche, E.', 'Breckpot, J.', 'Devriendt, K.', 'Peeters, H.', 'Van Buggenhout, G.', 'Van Esch, H.', 'Van Den Bogaert, K.', 'Vermeesch, J. R.']",2025-01-10
Cornelia de Lange syndrome (CdLS),Genetic syndromes,128.0,Geysens et al.,2025.0,Clinical evaluation of long-read sequencing-based episignature detection in developmental disorders,10.1186/s13073-024-01419-z,Pre-established MPS,[Aref-Eshghi (2019)](https://doi.org/10.1016/j.ajhg.2020.01.019),Case control,60.0,Childhood,Peripheral blood,EPICv1,Not reported,"['Geysens, M.', 'Huremagic, B.', 'Souche, E.', 'Breckpot, J.', 'Devriendt, K.', 'Peeters, H.', 'Van Buggenhout, G.', 'Van Esch, H.', 'Van Den Bogaert, K.', 'Vermeesch, J. R.']",2025-01-10
Sotos syndrome,Genetic syndromes,112.0,Geysens et al.,2025.0,Clinical evaluation of long-read sequencing-based episignature detection in developmental disorders,10.1186/s13073-024-01419-z,Pre-established MPS,[Aref-Eshghi (2019)](https://doi.org/10.1016/j.ajhg.2020.01.019),Case control,60.0,Childhood,Peripheral blood,EPICv1,Not reported,"['Geysens, M.', 'Huremagic, B.', 'Souche, E.', 'Breckpot, J.', 'Devriendt, K.', 'Peeters, H.', 'Van Buggenhout, G.', 'Van Esch, H.', 'Van Den Bogaert, K.', 'Vermeesch, J. R.']",2025-01-10
Sotos syndrome,Genetic syndromes,112.0,Geysens et al.,2025.0,Clinical evaluation of long-read sequencing-based episignature detection in developmental disorders,10.1186/s13073-024-01419-z,Pre-established MPS,[Turinsky (2020)](https://doi.org/10.1002/humu.24076),Case control,60.0,Childhood,Peripheral blood,EPICv1,Not reported,"['Geysens, M.', 'Huremagic, B.', 'Souche, E.', 'Breckpot, J.', 'Devriendt, K.', 'Peeters, H.', 'Van Buggenhout, G.', 'Van Esch, H.', 'Van Den Bogaert, K.', 'Vermeesch, J. R.']",2025-01-10
Wiedemann-Steiner syndrome (WDSTS),Genetic syndromes,104.0,Geysens et al.,2025.0,Clinical evaluation of long-read sequencing-based episignature detection in developmental disorders,10.1186/s13073-024-01419-z,Pre-established MPS,[Aref-Eshghi (2019)](https://doi.org/10.1016/j.ajhg.2020.01.019),Case control,60.0,Childhood and adolescence,Peripheral blood,EPICv1,Not reported,"['Geysens, M.', 'Huremagic, B.', 'Souche, E.', 'Breckpot, J.', 'Devriendt, K.', 'Peeters, H.', 'Van Buggenhout, G.', 'Van Esch, H.', 'Van Den Bogaert, K.', 'Vermeesch, J. R.']",2025-01-10
Kabuki syndrome,Genetic syndromes,,Geysens et al.,2025.0,Clinical evaluation of long-read sequencing-based episignature detection in developmental disorders,10.1186/s13073-024-01419-z,Raw individual-level data,[Aref-Eshghi (2019)](https://doi.org/10.1016/j.ajhg.2020.01.019),Case control,60.0,Childhood,Peripheral blood,Nanopore sequencing,Not reported,"['Geysens, M.', 'Huremagic, B.', 'Souche, E.', 'Breckpot, J.', 'Devriendt, K.', 'Peeters, H.', 'Van Buggenhout, G.', 'Van Esch, H.', 'Van Den Bogaert, K.', 'Vermeesch, J. R.']",2025-01-10
Kabuki syndrome,Genetic syndromes,,Geysens et al.,2025.0,Clinical evaluation of long-read sequencing-based episignature detection in developmental disorders,10.1186/s13073-024-01419-z,Raw individual-level data,[Turinsky (2020)](https://doi.org/10.1002/humu.24076),Case control,60.0,Childhood,Peripheral blood,Nanopore sequencing,Not reported,"['Geysens, M.', 'Huremagic, B.', 'Souche, E.', 'Breckpot, J.', 'Devriendt, K.', 'Peeters, H.', 'Van Buggenhout, G.', 'Van Esch, H.', 'Van Den Bogaert, K.', 'Vermeesch, J. R.']",2025-01-10
Cornelia de Lange syndrome (CdLS),Genetic syndromes,,Geysens et al.,2025.0,Clinical evaluation of long-read sequencing-based episignature detection in developmental disorders,10.1186/s13073-024-01419-z,Raw individual-level data,[Aref-Eshghi (2019)](https://doi.org/10.1016/j.ajhg.2020.01.019),Case control,60.0,Childhood,Peripheral blood,Nanopore sequencing,Not reported,"['Geysens, M.', 'Huremagic, B.', 'Souche, E.', 'Breckpot, J.', 'Devriendt, K.', 'Peeters, H.', 'Van Buggenhout, G.', 'Van Esch, H.', 'Van Den Bogaert, K.', 'Vermeesch, J. R.']",2025-01-10
Sotos syndrome,Genetic syndromes,,Geysens et al.,2025.0,Clinical evaluation of long-read sequencing-based episignature detection in developmental disorders,10.1186/s13073-024-01419-z,Raw individual-level data,[Aref-Eshghi (2019)](https://doi.org/10.1016/j.ajhg.2020.01.019),Case control,60.0,Childhood,Peripheral blood,Nanopore sequencing,Not reported,"['Geysens, M.', 'Huremagic, B.', 'Souche, E.', 'Breckpot, J.', 'Devriendt, K.', 'Peeters, H.', 'Van Buggenhout, G.', 'Van Esch, H.', 'Van Den Bogaert, K.', 'Vermeesch, J. R.']",2025-01-10
Sotos syndrome,Genetic syndromes,,Geysens et al.,2025.0,Clinical evaluation of long-read sequencing-based episignature detection in developmental disorders,10.1186/s13073-024-01419-z,Raw individual-level data,[Turinsky (2020)](https://doi.org/10.1002/humu.24076),Case control,60.0,Childhood,Peripheral blood,Nanopore sequencing,Not reported,"['Geysens, M.', 'Huremagic, B.', 'Souche, E.', 'Breckpot, J.', 'Devriendt, K.', 'Peeters, H.', 'Van Buggenhout, G.', 'Van Esch, H.', 'Van Den Bogaert, K.', 'Vermeesch, J. R.']",2025-01-10
Wiedemann-Steiner syndrome (WDSTS),Genetic syndromes,,Geysens et al.,2025.0,Clinical evaluation of long-read sequencing-based episignature detection in developmental disorders,10.1186/s13073-024-01419-z,Raw individual-level data,[Aref-Eshghi (2019)](https://doi.org/10.1016/j.ajhg.2020.01.019),Case control,60.0,Childhood and adolescence,Peripheral blood,Nanopore sequencing,Not reported,"['Geysens, M.', 'Huremagic, B.', 'Souche, E.', 'Breckpot, J.', 'Devriendt, K.', 'Peeters, H.', 'Van Buggenhout, G.', 'Van Esch, H.', 'Van Den Bogaert, K.', 'Vermeesch, J. R.']",2025-01-10
Kabuki syndrome,Genetic syndromes,,Geysens et al.,2025.0,Clinical evaluation of long-read sequencing-based episignature detection in developmental disorders,10.1186/s13073-024-01419-z,Pre-established MPS,[Aref-Eshghi (2019)](https://doi.org/10.1016/j.ajhg.2020.01.019),Case control,9.0,Childhood and adolescence,Peripheral blood,Nanopore sequencing,Not reported,"['Geysens, M.', 'Huremagic, B.', 'Souche, E.', 'Breckpot, J.', 'Devriendt, K.', 'Peeters, H.', 'Van Buggenhout, G.', 'Van Esch, H.', 'Van Den Bogaert, K.', 'Vermeesch, J. R.']",2025-01-10
Kabuki syndrome,Genetic syndromes,,Geysens et al.,2025.0,Clinical evaluation of long-read sequencing-based episignature detection in developmental disorders,10.1186/s13073-024-01419-z,Pre-established MPS,[Turinsky (2020)](https://doi.org/10.1002/humu.24076),Case control,9.0,Childhood and adolescence,Peripheral blood,Nanopore sequencing,Not reported,"['Geysens, M.', 'Huremagic, B.', 'Souche, E.', 'Breckpot, J.', 'Devriendt, K.', 'Peeters, H.', 'Van Buggenhout, G.', 'Van Esch, H.', 'Van Den Bogaert, K.', 'Vermeesch, J. R.']",2025-01-10
Sotos syndrome,Genetic syndromes,,Geysens et al.,2025.0,Clinical evaluation of long-read sequencing-based episignature detection in developmental disorders,10.1186/s13073-024-01419-z,Pre-established MPS,[Aref-Eshghi (2019)](https://doi.org/10.1016/j.ajhg.2020.01.019),Case control,9.0,Childhood and adolescence,Peripheral blood,Nanopore sequencing,Not reported,"['Geysens, M.', 'Huremagic, B.', 'Souche, E.', 'Breckpot, J.', 'Devriendt, K.', 'Peeters, H.', 'Van Buggenhout, G.', 'Van Esch, H.', 'Van Den Bogaert, K.', 'Vermeesch, J. R.']",2025-01-10
Sotos syndrome,Genetic syndromes,,Geysens et al.,2025.0,Clinical evaluation of long-read sequencing-based episignature detection in developmental disorders,10.1186/s13073-024-01419-z,Pre-established MPS,[Turinsky (2020)](https://doi.org/10.1002/humu.24076),Case control,9.0,Childhood and adolescence,Peripheral blood,Nanopore sequencing,Not reported,"['Geysens, M.', 'Huremagic, B.', 'Souche, E.', 'Breckpot, J.', 'Devriendt, K.', 'Peeters, H.', 'Van Buggenhout, G.', 'Van Esch, H.', 'Van Den Bogaert, K.', 'Vermeesch, J. R.']",2025-01-10
Menke-Hennekam syndrome 4 (MKHK),Genetic syndromes,104.0,Haghshenas et al.,2024.0,Menke-Hennekam syndrome; delineation of domain-specific subtypes with distinct clinical and DNA methylation profiles,10.1016/j.xhgg.2024.100287,Raw individual-level data,,Case control,84.0,Childhood and adolescence,Peripheral blood,EPICv1,Not reported,"['Haghshenas, S.', 'Bout, H. J.', 'Schijns, J. M.', 'Levy, M. A.', 'Kerkhof, J.', 'Bhai, P.', 'McConkey, H.', 'Jenkins, Z. A.', 'Williams, E. M.', 'Halliday, B. J.', 'Huisman, S. A.', 'Lauffer, P.', 'de Waard, V.', 'Witteveen, L.', 'Banka, S.', 'Brady, A. F.', 'Galazzi, E.', 'van Gils, J.', 'Hurst, A. C. E.', 'Kaiser, F. J.', 'Lacombe, D.', 'Martinez-Monseny, A. F.', 'Fergelot, P.', 'Monteiro, F. P.', 'Parenti, I.', 'Persani, L.', 'Santos-Simarro, F.', 'Simpson, B. N.', 'Alders, M.', 'Robertson, S. P.', 'Sadikovic, B.', 'Menke, L. A.']",2024-07-18
Recurrent constellations of embryonic malformations,Genetic syndromes,377.0,Haghshenas et al.,2024.0,Identification of a DNA methylation episignature for recurrent constellations of embryonic malformations,10.1016/j.ajhg.2024.07.005,Raw individual-level data,,Case control,120.0,Childhood and adolescence,Peripheral blood,EPICv1,Not reported,"['Haghshenas, S.', 'Karimi, K.', 'Stevenson, R. E.', 'Levy, M. A.', 'Relator, R.', 'Kerkhof, J.', 'Rzasa, J.', 'McConkey, H.', 'Lauzon-Young, C.', 'Balci, T. B.', 'White-Brown, A. M.', 'Carter, M. T.', 'Richer, J.', 'Armour, C. M.', 'Sawyer, S. L.', 'Bhola, P. T.', 'Tedder, M. L.', 'Skinner, C. D.', 'van Rooij, I. A. L. M.', 'van de Putte, R.', 'de Blaauw, I.', 'Koeck, R. M.', 'Hoischen, A.', 'Brunner, H.', 'Esteki, M. Z.', 'Pelet, A.', 'Lyonnet, S.', 'Amiel, J.', 'Boycott, K. M.', 'Sadikovic, B.']",2024-08-08
Fetal valproate syndrome,Physical health indicators,155.0,Haghshenas et al.,2024.0,Discovery of DNA methylation signature in the peripheral blood of individuals with history of antenatal exposure to valproic acid,10.1016/j.gim.2024.101226,Raw individual-level data,,Case control,110.0,Childhood and adolescence,Peripheral blood,EPICv1,Not reported,"['Haghshenas, S.', 'Putoux, A.', 'Reilly, J.', 'Levy, M. A.', 'Relator, R.', 'Ghosh, S.', 'Kerkhof, J.', 'McConkey, H.', 'Edery, P.', 'Lesca, G.', 'Besson, A.', 'Coubes, C.', 'Willems, M.', 'Ruiz-Pallares, N.', 'Barat-Houari, M.', 'Tizzano, E. F.', 'Valenzuela, I.', 'Sabbagh, Q.', 'Clayton-Smith, J.', 'Jackson, A.', 'Sullivan, J.', 'Bromley, R.', 'Banka, S.', 'Genevieve, D.', 'Sadikovic, B.']",2024-10-07
Sifrim-Hitz-Weiss syndrome,Genetic syndromes,218.0,Karimi et al.,2025.0,Discovery of a DNA methylation profile in individuals with Sifrim-Hitz-Weiss syndrome,10.1016/j.ajhg.2024.12.020,Raw individual-level data,,Case control,135.0,Childhood and adolescence,Peripheral blood,EPICv1,Not reported,"['Karimi, K.', 'Lichtenstein, Y.', 'Reilly, J.', 'McConkey, H.', 'Relator, R.', 'Levy, M. A.', 'Kerkhof, J.', 'Bouman, A.', 'Symonds, J. D.', 'Ghoumid, J.', 'Smol, T.', 'Clarkson, K.', 'Drazba, K.', 'Louie, R. J.', 'Miranda, V.', 'McCann, C.', 'Motta, J.', 'Lancaster, E.', 'Sallevelt, S.', 'Sidlow, R.', 'Morrison, J.', 'Hannibal, M.', ""O'Shea, J."", 'Marin, V.', 'Prasad, C.', 'Patel, C.', 'Raskin, S.', 'Maria-Noelia, S. M.', 'Diaz de Bustamante, A.', 'Marom, D.', 'Barkan, T.', 'Keren, B.', 'Poirsier, C.', 'Cohen, L.', 'Colin, E.', 'Gorman, K.', 'Gallant, E.', 'Menke, L. A.', 'Valenzuela Palafoll, I.', 'Hauser, N.', 'Wentzensen, I. M.', 'Rankin, J.', 'Turnpenny, P. D.', 'Campeau, P. M.', 'Balci, T. B.', 'Tedder, M. L.', 'Sadikovic, B.', 'Weiss, K.']",2025-02-06
DEGCAGS syndrome,Genetic syndromes,200.0,Karimi et al.,2024.0,Epigenomic and phenotypic characterization of DEGCAGS syndrome,10.1038/s41431-024-01702-y,Raw individual-level data,,Case control,72.0,Childhood and adolescence,Peripheral blood,EPICv1,Not reported,"['Karimi, K.', 'Weis, D.', 'Aukrust, I.', 'Hsieh, T. C.', 'Horackova, M.', 'Paulsen, J.', 'Mendoza Londono, R.', 'Dupuis, L.', 'Dickson, M.', 'Lesman, H.', 'Lau, T.', 'Murphy, D.', 'Hama Salih, K.', 'Al-Musawi, B. M. S.', 'Al-Obaidi, R. G. Y.', 'Rydzanicz, M.', 'Biela, M.', 'Santos, M. S.', 'Aldeeri, A.', 'Gazda, H. T.', 'Pais, L.', 'Shril, S.', 'Dollner, H.', 'Bartakke, S.', 'Laccone, F.', 'Soltysova, A.', 'Kitzler, T.', 'Soliman, N. A.', 'Relator, R.', 'Levy, M. A.', 'Kerkhof, J.', 'Rzasa, J.', 'Houlden, H.', 'Pilshofer, G. V.', 'Jobst-Schwan, T.', 'Hildebrandt, F.', 'Sousa, S. B.', 'Maroofian, R.', 'Yu, T. W.', 'Krawitz, P.', 'Sadikovic, B.', 'Douzgou Houge, S.']",2024-12-07
Dravet syndrome,Genetic syndromes,234.0,LaFlamme et al.,2025.0,SCN1A pathogenic variants do not have a distinctive blood-derived DNA methylation signature,10.1111/epi.18315,Raw individual-level data,,Case control,128.0,Childhood and adolescence,Peripheral blood,EPICv1,Not reported,"['LaFlamme, C. W.', 'Karimi, K.', 'Rastin, C.', 'Almanza Fuerte, E. P.', 'Allan, T.', 'Russ-Hall, S. J.', 'Schneider, A. L.', 'Stobo, D.', 'Lesca, G.', 'Symonds, J. D.', 'Brunklaus, A.', 'Sadleir, L. G.', 'Scheffer, I. E.', 'Sadikovic, B.', 'Mefford, H. C.']",2025-04-07
SCN1A nonsense syndrome,Genetic syndromes,257.0,LaFlamme et al.,2025.0,SCN1A pathogenic variants do not have a distinctive blood-derived DNA methylation signature,10.1111/epi.18315,Raw individual-level data,,Case control,84.0,Childhood and adolescence,Peripheral blood,EPICv1,Not reported,"['LaFlamme, C. W.', 'Karimi, K.', 'Rastin, C.', 'Almanza Fuerte, E. P.', 'Allan, T.', 'Russ-Hall, S. J.', 'Schneider, A. L.', 'Stobo, D.', 'Lesca, G.', 'Symonds, J. D.', 'Brunklaus, A.', 'Sadleir, L. G.', 'Scheffer, I. E.', 'Sadikovic, B.', 'Mefford, H. C.']",2025-04-07
SCN1A missense syndrome,Genetic syndromes,235.0,LaFlamme et al.,2025.0,SCN1A pathogenic variants do not have a distinctive blood-derived DNA methylation signature,10.1111/epi.18315,Raw individual-level data,,Case control,92.0,Childhood and adolescence,Peripheral blood,EPICv1,Not reported,"['LaFlamme, C. W.', 'Karimi, K.', 'Rastin, C.', 'Almanza Fuerte, E. P.', 'Allan, T.', 'Russ-Hall, S. J.', 'Schneider, A. L.', 'Stobo, D.', 'Lesca, G.', 'Symonds, J. D.', 'Brunklaus, A.', 'Sadleir, L. G.', 'Scheffer, I. E.', 'Sadikovic, B.', 'Mefford, H. C.']",2025-04-07
SCN1A EIDEE syndrome,Genetic syndromes,226.0,LaFlamme et al.,2025.0,SCN1A pathogenic variants do not have a distinctive blood-derived DNA methylation signature,10.1111/epi.18315,Raw individual-level data,,Case control,63.0,Childhood and adolescence,Peripheral blood,EPICv1,Not reported,"['LaFlamme, C. W.', 'Karimi, K.', 'Rastin, C.', 'Almanza Fuerte, E. P.', 'Allan, T.', 'Russ-Hall, S. J.', 'Schneider, A. L.', 'Stobo, D.', 'Lesca, G.', 'Symonds, J. D.', 'Brunklaus, A.', 'Sadleir, L. G.', 'Scheffer, I. E.', 'Sadikovic, B.', 'Mefford, H. C.']",2025-04-07
CHD2,Genetic syndromes,200.0,LaFlamme et al.,2024.0,Diagnostic utility of DNA methylation analysis in genetically unsolved pediatric epilepsies and CHD2 episignature refinement,10.1038/s41467-024-50159-6,Raw individual-level data,,Case control,,Not reported,Peripheral blood,EPICv1,Not reported,"['LaFlamme, C. W.', 'Rastin, C.', 'Sengupta, S.', 'Pennington, H. E.', 'Russ-Hall, S. J.', 'Schneider, A. L.', 'Bonkowski, E. S.', 'Almanza Fuerte, E. P.', 'Allan, T. J.', 'Zalusky, M. P.', 'Goffena, J.', 'Gibson, S. B.', 'Nyaga, D. M.', 'Lieffering, N.', 'Hebbar, M.', 'Walker, E. V.', 'Darnell, D.', 'Olsen, S. R.', 'Kolekar, P.', 'Djekidel, M. N.', 'Rosikiewicz, W.', 'McConkey, H.', 'Kerkhof, J.', 'Levy, M. A.', 'Relator, R.', 'Lev, D.', 'Lerman-Sagie, T.', 'Park, K. L.', 'Alders, M.', 'Cappuccio, G.', 'Chatron, N.', 'Demain, L.', 'Genevieve, D.', 'Lesca, G.', 'Roscioli, T.', 'Sanlaville, D.', 'Tedder, M. L.', 'Gupta, S.', 'Jones, E. A.', 'Weisz-Hubshman, M.', 'Ketkar, S.', 'Dai, H.', 'Worley, K. C.', 'Rosenfeld, J. A.', 'Chao, H. T.', 'Neale, G.', 'Carvill, G. L.', 'Wang, Z.', 'Berkovic, S. F.', 'Sadleir, L. G.', 'Miller, D. E.', 'Scheffer, I. E.', 'Sadikovic, B.', 'Mefford, H. C.']",2024-08-06
"Intellectual developmental disorder, autosomal dominant 23 (MRD23)",Genetic syndromes,,LaFlamme et al.,2024.0,Diagnostic utility of DNA methylation analysis in genetically unsolved pediatric epilepsies and CHD2 episignature refinement,10.1038/s41467-024-50159-6,Pre-established MPS,Unclear (EpiSignv2),Case control,516.0,Not reported,Peripheral blood,EPICv1,Not reported,"['LaFlamme, C. W.', 'Rastin, C.', 'Sengupta, S.', 'Pennington, H. E.', 'Russ-Hall, S. J.', 'Schneider, A. L.', 'Bonkowski, E. S.', 'Almanza Fuerte, E. P.', 'Allan, T. J.', 'Zalusky, M. P.', 'Goffena, J.', 'Gibson, S. B.', 'Nyaga, D. M.', 'Lieffering, N.', 'Hebbar, M.', 'Walker, E. V.', 'Darnell, D.', 'Olsen, S. R.', 'Kolekar, P.', 'Djekidel, M. N.', 'Rosikiewicz, W.', 'McConkey, H.', 'Kerkhof, J.', 'Levy, M. A.', 'Relator, R.', 'Lev, D.', 'Lerman-Sagie, T.', 'Park, K. L.', 'Alders, M.', 'Cappuccio, G.', 'Chatron, N.', 'Demain, L.', 'Genevieve, D.', 'Lesca, G.', 'Roscioli, T.', 'Sanlaville, D.', 'Tedder, M. L.', 'Gupta, S.', 'Jones, E. A.', 'Weisz-Hubshman, M.', 'Ketkar, S.', 'Dai, H.', 'Worley, K. C.', 'Rosenfeld, J. A.', 'Chao, H. T.', 'Neale, G.', 'Carvill, G. L.', 'Wang, Z.', 'Berkovic, S. F.', 'Sadleir, L. G.', 'Miller, D. E.', 'Scheffer, I. E.', 'Sadikovic, B.', 'Mefford, H. C.']",2024-08-06
Lateral ventricular volume,Neuro-psychiatric health indicators,125.0,Luo et al.,2024.0,DNA methylation at birth and lateral ventricular volume in childhood: a neuroimaging epigenetics study,10.1111/jcpp.13866,Raw individual-level data,,Population-based,840.0,Birth,Cord blood,450K,European,"['Luo, M.', 'Walton, E.', 'Neumann, A.', 'Thio, C. H. L.', 'Felix, J. F.', 'van Ijzendoorn, M. H.', 'Pappa, I.', 'Cecil, C. A. M.']",2023-07-26
